GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US420710009004,420710009004,"Block Group 4, Census Tract 9, Lancaster County, Pennsylvania",1185,242,765,283,261,178,0,10,8,13,0,10,129,170,22,27,8,11,14,25
1500000US420710010001,420710010001,"Block Group 1, Census Tract 10, Lancaster County, Pennsylvania",1061,332,567,220,257,227,0,10,68,108,0,10,27,30,142,154,0,10,142,154
1500000US420710010002,420710010002,"Block Group 2, Census Tract 10, Lancaster County, Pennsylvania",795,282,318,142,214,176,0,10,0,10,0,10,248,201,15,30,15,30,0,10
1500000US420710010003,420710010003,"Block Group 3, Census Tract 10, Lancaster County, Pennsylvania",838,272,396,172,216,169,0,10,0,10,0,10,188,192,38,41,16,23,22,22
1500000US420710010004,420710010004,"Block Group 4, Census Tract 10, Lancaster County, Pennsylvania",800,264,357,198,249,189,0,10,20,27,0,10,70,77,104,130,13,22,91,130
1500000US420710011001,420710011001,"Block Group 1, Census Tract 11, Lancaster County, Pennsylvania",1577,577,806,293,450,439,0,10,0,10,0,10,277,208,44,57,30,45,14,35
1500000US420710011002,420710011002,"Block Group 2, Census Tract 11, Lancaster County, Pennsylvania",1096,344,615,191,182,178,19,31,81,128,0,10,164,170,35,55,12,22,23,47
1500000US420710011003,420710011003,"Block Group 3, Census Tract 11, Lancaster County, Pennsylvania",572,307,374,233,0,10,0,10,0,10,0,10,198,180,0,10,0,10,0,10
1500000US420710012001,420710012001,"Block Group 1, Census Tract 12, Lancaster County, Pennsylvania",973,238,582,191,188,135,0,10,75,114,0,10,7,12,121,112,10,17,111,111
1500000US420710012002,420710012002,"Block Group 2, Census Tract 12, Lancaster County, Pennsylvania",2228,459,1309,355,457,241,0,10,71,71,0,10,339,313,52,48,17,18,35,43
1500000US420710012003,420710012003,"Block Group 3, Census Tract 12, Lancaster County, Pennsylvania",1682,407,732,173,471,273,0,10,0,10,0,10,342,262,137,129,106,120,31,47
1500000US420710012004,420710012004,"Block Group 4, Census Tract 12, Lancaster County, Pennsylvania",544,162,418,152,98,59,0,10,28,44,0,10,0,10,0,10,0,10,0,10
1500000US420710014001,420710014001,"Block Group 1, Census Tract 14, Lancaster County, Pennsylvania",937,349,674,289,68,57,0,10,0,10,0,10,155,142,40,55,3,7,37,55
1500000US420710014002,420710014002,"Block Group 2, Census Tract 14, Lancaster County, Pennsylvania",1448,421,758,351,138,101,0,10,0,10,0,10,228,142,324,179,210,124,114,124
1500000US420710014003,420710014003,"Block Group 3, Census Tract 14, Lancaster County, Pennsylvania",780,279,581,247,90,88,0,10,29,44,0,10,49,52,31,43,24,41,7,13
1500000US420710014004,420710014004,"Block Group 4, Census Tract 14, Lancaster County, Pennsylvania",1582,521,849,272,235,136,0,10,0,10,0,10,90,79,408,307,88,86,320,291
1500000US420710101011,420710101011,"Block Group 1, Census Tract 101.01, Lancaster County, Pennsylvania",1229,378,1229,378,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US420710101012,420710101012,"Block Group 2, Census Tract 101.01, Lancaster County, Pennsylvania",2287,452,2287,452,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US420710101013,420710101013,"Block Group 3, Census Tract 101.01, Lancaster County, Pennsylvania",1308,314,1308,314,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US420710101014,420710101014,"Block Group 4, Census Tract 101.01, Lancaster County, Pennsylvania",2548,509,2431,503,0,10,117,178,0,10,0,10,0,10,0,10,0,10,0,10
1500000US420710101021,420710101021,"Block Group 1, Census Tract 101.02, Lancaster County, Pennsylvania",2575,214,2519,214,21,36,0,10,0,10,0,10,13,15,22,33,0,10,22,33
1500000US420710101022,420710101022,"Block Group 2, Census Tract 101.02, Lancaster County, Pennsylvania",1295,214,1241,218,6,12,29,33,6,10,0,10,13,19,0,10,0,10,0,10
1500000US420710102011,420710102011,"Block Group 1, Census Tract 102.01, Lancaster County, Pennsylvania",901,140,901,140,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US420710102012,420710102012,"Block Group 2, Census Tract 102.01, Lancaster County, Pennsylvania",2339,236,2293,246,0,10,0,10,0,10,0,10,0,10,46,39,0,10,46,39
1500000US420710102013,420710102013,"Block Group 3, Census Tract 102.01, Lancaster County, Pennsylvania",1635,232,1627,232,8,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US420710102021,420710102021,"Block Group 1, Census Tract 102.02, Lancaster County, Pennsylvania",3276,272,3063,341,11,15,9,15,174,186,0,10,0,10,19,27,0,10,19,27
1500000US420710102022,420710102022,"Block Group 2, Census Tract 102.02, Lancaster County, Pennsylvania",2506,293,2373,289,76,95,0,10,20,22,0,10,0,10,37,32,0,10,37,32
1500000US420710103001,420710103001,"Block Group 1, Census Tract 103, Lancaster County, Pennsylvania",1399,283,1231,307,120,188,0,10,0,10,0,10,15,24,33,53,33,53,0,10
